"","user_id"
"1","1489395050115219462"
"2","1228751790058938370"
"3","1100158355409113088"
"4","1533273365003350017"
"5","1354254314651443201"
"6","1471657952176062466"
"7","1533254759401938944"
"8","1533267769470464002"
"9","1360306567464239109"
"10","1533260895404580866"
"11","1500737075364118530"
"12","1533265583571357696"
"13","931276345530822656"
"14","1413625102877347841"
"15","1445625699390267395"
"16","1432384963605843970"
"17","1532812389003018240"
"18","1514412860620750851"
"19","1154951370874806273"
"20","1489465522882105347"
"21","1464755640551854083"
"22","1531161985588535296"
"23","2936801417"
"24","2646353215"
"25","1436008174734090244"
"26","1531733428357447681"
"27","1530366203604123650"
"28","1450618917756473357"
"29","1533250073672536064"
"30","1476293106970595339"
"31","1492048560677810179"
"32","1281782008532828160"
"33","1532814404856733697"
"34","1325454242505773058"
"35","1252338594431336449"
"36","1588512954"
"37","1533241960667955200"
"38","1366666516096118785"
"39","1390237553006190596"
"40","1478082658592829441"
"41","1532976956861345797"
"42","770881562619576320"
"43","1533235761734205441"
"44","1450293340008849414"
"45","1472206881527672840"
"46","1434603869582024714"
"47","1533234265500295168"
"48","1309352887374557185"
"49","1337417085455101959"
"50","1421559845191262208"
"51","1532890198479994881"
"52","1533231345350098947"
"53","1054556090329976832"
"54","1134302950988353536"
"55","1291949458805137410"
"56","1533232022218579969"
"57","1891618964"
"58","1370564292253265924"
"59","93253707"
"60","1526675326918590466"
"61","2570945303"
"62","1527217872916729857"
"63","1525227974424788992"
"64","964148976567160832"
"65","1292280157454172160"
"66","1434558885281423366"
"67","413682943"
"68","1492952464701759493"
"69","1532878286057000960"
"70","1411312300267479042"
"71","1461806859048964100"
"72","1196902127676919809"
"73","1533221765660426245"
"74","1473103431963402244"
"75","1505466058387427331"
"76","1418351638121754628"
"77","1529312633022734337"
"78","1898434628"
"79","1466194392109121602"
"80","1406577772206735364"
"81","1265294216269266947"
"82","1488733128143347713"
"83","1217315196965814272"
"84","1176711133119561735"
"85","1146922992716460032"
"86","172437847"
"87","1507136901584547856"
"88","1529905061698084865"
"89","1094005437178040321"
"90","1492266975430680578"
"91","1247242558100692995"
"92","1480389417214881797"
"93","1491198376418979841"
"94","1533064992983076867"
"95","1533204472939290626"
"96","1533205117125771270"
"97","1199747211019661319"
"98","1360180219198525440"
"99","797956644038672384"
"100","1533200522056015872"
"101","1533198027845943297"
"102","1428545121889312774"
"103","1240779159649038336"
"104","1333198952309673984"
"105","1322710020073627654"
"106","1419764203360038914"
"107","1533021739994779649"
"108","1530798760460181505"
"109","983334646791458816"
"110","1528027431310860289"
"111","1476942579212161074"
"112","1433769333394661378"
"113","1083232581770870785"
"114","1323980638253436929"
"115","1532743631244869632"
"116","1466604644092813313"
"117","1533189239227043840"
"118","1210689597631586304"
"119","1477700114558947332"
"120","3294216301"
"121","1339097042191339520"
"122","1278310361326911494"
"123","1136352258235490306"
"124","1416615069312503809"
"125","3260766704"
"126","1532465986347188224"
"127","1517101254568259584"
"128","1325153724042342401"
"129","1263587202996432896"
"130","1533178493420331008"
"131","1322608185186885632"
"132","1533178536445546497"
"133","1268097111410835456"
"134","1260476622265819136"
"135","1115362773242908677"
"136","1036838225430556673"
"137","1435220480420716548"
"138","1374749384068448265"
"139","1498884891777421316"
"140","1040684347748167680"
"141","1208771543871963141"
"142","1187666164786388992"
"143","1189646032533184512"
"144","1371538462298505218"
"145","1490105297976836096"
"146","1506077891527856134"
"147","1482635831651467264"
"148","1505782920220491781"
"149","1533032161615429634"
"150","1456761038465028096"
"151","1371601491946053637"
"152","1533159861047132160"
"153","1533109270106886144"
"154","1255981564225294336"
"155","1533154160782503936"
"156","1533157342904299520"
"157","1358430483659386880"
"158","1136409357497692161"
"159","1265734513025523712"
"160","1285737270969085953"
"161","1530079327974465536"
"162","1458770955115933701"
"163","1463403151617187845"
"164","1430756327123415040"
"165","949754137268424704"
"166","1436497988084502583"
"167","1513263113033945095"
"168","1430642272253718530"
"169","1233058384519122944"
"170","1454680627672928259"
"171","1486415040895131648"
"172","1533083367427776513"
"173","1532084525827768320"
"174","1435330123641802752"
"175","1434042383503659014"
"176","971078794516860928"
"177","1495983233787473922"
"178","1446186159659438084"
"179","1306096757072261121"
"180","1482686211319906306"
"181","1423312358827507715"
"182","1570005834"
"183","1010213805010251776"
"184","1207136531082829824"
"185","1262777572305371138"
"186","1449158646529671175"
"187","1532973550382075906"
"188","1500209761958043648"
"189","1522476109933293568"
"190","1533135994081497089"
"191","1505507045469876227"
"192","1307427304948166656"
"193","1232798587286966272"
"194","1533041175204007936"
"195","1184578231573385216"
"196","1496381757977133058"
"197","1095100871510155264"
"198","1380421422326054915"
"199","1431014131654696967"
"200","1533132363718307840"
"201","1482045806643675136"
"202","1532920216459563013"
"203","1533129021755691010"
"204","1427053079099318276"
"205","816852043633598464"
"206","1437202024685244416"
"207","1349085732657373184"
"208","1425678781436497921"
"209","1303728409835712512"
"210","1335516445187264515"
"211","1431703776298156032"
"212","1506722275067928579"
"213","1323380492243210243"
"214","1426489597203296256"
"215","1208587181788454913"
"216","1352120338579001345"
"217","1482864544338874369"
"218","1523692015141146625"
"219","1520919023306907648"
"220","1533110260810014722"
"221","1477880933042688000"
"222","974158856799404034"
"223","1527021814328737793"
"224","1385421888340385795"
"225","1390709922246111233"
"226","1532984439655092224"
"227","1495486574544691202"
"228","1533105952265752577"
"229","1011590963976949760"
"230","1297696850015924225"
"231","1517061399993720832"
"232","1533019687465979904"
"233","981928430286589952"
"234","1533078724958212096"
"235","3403138157"
"236","1453421201213181958"
"237","1533104952532676608"
"238","1513624648407265283"
"239","1532792908499365890"
"240","1533077965780688897"
"241","1344317456777666561"
"242","1531805343482793984"
"243","1533102437489586176"
"244","1410701138459074560"
"245","1530446744068440064"
"246","1511786235861381122"
"247","1452738215757160453"
"248","1533095435631755264"
"249","1532994104866529281"
"250","1533094491380297728"
"251","1517530630397259778"
"252","1533095872862597120"
"253","1529624150062645248"
"254","1436686232604626950"
"255","1532715052016476161"
"256","1295937617255469056"
"257","1530583827328159744"
"258","1234318784699170816"
"259","1533053915088011264"
"260","1533085045203738626"
"261","1367154180729827333"
"262","1533089302669930497"
"263","1136367996820234242"
"264","1533088248909668352"
"265","1533088052771442688"
"266","1139944273493860357"
"267","1514193602435448837"
"268","1474055493442162699"
"269","1314486363081695232"
"270","1531682949657153543"
"271","1196026343386996739"
"272","1388582524763398147"
"273","1533073916800794624"
"274","1514441099796180992"
"275","1467301569653878784"
"276","1533074986881236994"
"277","1533073951475535872"
"278","1524798529880743940"
"279","777245064263270400"
"280","911472845204676608"
"281","1433298263503826949"
"282","1489545876079054850"
"283","1457499802195795972"
"284","1447563287261073409"
"285","1498467590468952064"
"286","1266737022930223108"
"287","1485189024524353537"
"288","1349005739931656194"
"289","1370836054794715140"
"290","1532057639995297792"
"291","1529511540415959040"
"292","1532778513715056641"
"293","1533052216676069377"
"294","1533054738643750913"
"295","933233499565277185"
"296","1532860070027231232"
"297","1248749639815356416"
"298","1489349111975452677"
"299","1531795049431834624"
"300","1533041752642404353"
"301","1513209250461499407"
"302","1530239802637004800"
"303","1319247302603591680"
"304","1532599954362990594"
"305","1502583606912430080"
"306","1322316777175584768"
"307","1533035701515669504"
"308","1278954141000306688"
"309","1396492227887632384"
"310","1471124118846066691"
"311","234246030"
"312","161769360"
"313","1533032418676031495"
"314","924453937301909504"
"315","1370158079245836293"
"316","1417128224434311172"
"317","951181201"
"318","1533028404328599552"
"319","1345447357815648256"
"320","1260129059729801217"
"321","1330102276057423873"
"322","1533022621310324736"
"323","1533025868724961280"
"324","1532821683144470543"
"325","1533020014475112448"
"326","1532746089845121024"
"327","1015609810652282880"
"328","1496154964506423296"
"329","1500386426814275585"
"330","1235573398308376577"
"331","1430441841497804805"
"332","1528745201287802880"
"333","1530549892933947394"
"334","1533000200272621568"
"335","1270602014838448129"
"336","1530967595490615296"
"337","1484028249785221121"
"338","1492360922609897481"
"339","1533008207899242496"
"340","1345645123032424450"
"341","1196325834241400833"
"342","1494840216590241792"
"343","1082648143899119616"
"344","1533004380592476160"
"345","1446390647133409282"
"346","1503971006192713730"
"347","2755969626"
"348","1202709586345676807"
"349","1507353948331835398"
"350","1532999856200921088"
"351","1312927167655956480"
"352","1532995116993957888"
"353","1458430956185047054"
"354","1492705517424492553"
"355","1505122714750791681"
"356","1292222993859584000"
"357","1526221265895407616"
"358","1311290531985719298"
"359","1020972545749803008"
"360","1523285822975397889"
"361","1088580100075880448"
"362","1525527350380830723"
"363","1317435774896320516"
"364","1532985001687531521"
"365","1258993342500581376"
"366","1532973343560826885"
"367","1304949039327260672"
"368","1497409468380098562"
"369","1532556525071630338"
"370","1529526559928987648"
"371","1421990545090560001"
"372","1185290062403031040"
"373","1327817774857670658"
"374","1459335127943766016"
"375","1532975317056356368"
"376","1152960836408926208"
"377","1532976367280726017"
"378","1467993965551099906"
"379","1532973947809144832"
"380","1516723829477109763"
"381","1132776656169590784"
"382","1453195261631729666"
"383","1518719101056737281"
"384","1532972821592297472"
"385","1507118383489327106"
"386","1532972401448960001"
"387","1532969216781033472"
"388","1245816052992356369"
"389","1526900963163918336"
"390","1532968382101868546"
"391","1890130778"
"392","794552746301001729"
"393","1131070363797000194"
"394","1487208613970128897"
"395","893974562018349057"
"396","1525632170869391360"
"397","1479226875193012225"
"398","1531431739767173120"
"399","1525721418616295425"
"400","1421409164417331204"
"401","1341233850895060992"
"402","1476066170205843460"
"403","1532956223368306689"
"404","992406606997479425"
"405","1532953354598436864"
"406","1396432994773069827"
"407","1531976785298178048"
"408","1367280103168892929"
"409","1468778104780996615"
"410","90982682"
"411","1532950299526463488"
"412","1234946796406870016"
"413","1230935178324987904"
"414","1474483981441720324"
"415","2965125759"
"416","1521882643272511490"
"417","1020920328485130240"
"418","1513662428545966101"
"419","1532944977130844160"
"420","1330133893400440833"
"421","1325868048998346753"
"422","1532324833626796032"
"423","1519434192253337602"
"424","1532942721131986945"
"425","1492194705454604290"
"426","1527490558628864008"
"427","1392538454475554816"
"428","1408645474597412864"
"429","1532938452596948992"
"430","1415180186354475012"
"431","1527946439951024128"
"432","1532936402337693697"
"433","1532897782159265794"
"434","1221881887620091904"
"435","1492914241992597504"
"436","1532930945912688640"
"437","1532932004077092864"
"438","715700432929095680"
"439","1436875339934797825"
"440","1117133662611488768"
"441","1501943063035346949"
"442","1453091558568468483"
"443","1471669025553981443"
"444","1168293260093206530"
"445","1277161373747654656"
"446","1532928234568007681"
"447","1531087614371151873"
"448","1504265750844002309"
"449","1349219837688557570"
"450","1375447858036477953"
"451","1532917025286266880"
"452","1269546064773668865"
"453","886723405290057729"
"454","1347234521544941568"
"455","2593600940"
"456","1532768210721787904"
"457","1487997953063149571"
"458","1349395576933265411"
"459","1529268526401323008"
"460","1532912518682750981"
"461","1272653199049138176"
"462","1501057773626351616"
"463","1393116401536208896"
"464","1532908225904840704"
"465","1309616243490672642"
"466","1446540900012740611"
"467","1458776640482422789"
"468","1318297515691810818"
"469","800483555344138241"
"470","1532579061616320513"
"471","1512606815367970818"
"472","1518004972469637120"
"473","1339748417959043075"
"474","1479423883111452673"
"475","1521298939961659393"
"476","1520283488741736448"
"477","1225181749912723456"
"478","1513211790691381248"
"479","1494741845208875022"
"480","1476446884386549766"
"481","1532307052705595395"
"482","1531908504788803586"
"483","1502621545075720193"
"484","1331740290458263552"
"485","1374463324419543050"
"486","1532892749199904768"
"487","1485345099601133570"
"488","1057317078582132738"
"489","1532881255318290433"
"490","1528800275145936898"
"491","1532887824638562304"
"492","1478952691728486403"
"493","1436786617105137666"
"494","1526982959986778117"
"495","947728731157794819"
"496","1445451084382683138"
"497","1522997351710928896"
"498","1505295614384422919"
"499","2442918091"
"500","1506515591271751680"
"501","1528801148978733056"
"502","1323418075325235201"
"503","1506261313806340098"
"504","1238243642793283584"
"505","926621549842649088"
"506","1305316651454341120"
"507","949197623382097920"
"508","1435701846572736514"
"509","3192159669"
"510","1267663178030288898"
"511","1532257832522768384"
"512","1527666734102085632"
"513","1334030487547826177"
"514","1294692400825339904"
"515","1519397378129895427"
"516","1444000077450723335"
"517","1428976607650361349"
"518","1532862246883569664"
"519","1275200096901246977"
"520","837165034539102208"
"521","1515466186238140423"
"522","1409033010779992069"
"523","869224254042189824"
"524","1290676899824492547"
"525","1454828487366352905"
"526","1481136113683091458"
"527","813377827315863552"
"528","1279836064950226945"
"529","1532856015070597120"
"530","1292275889166848001"
"531","1190702306783744006"
"532","1427784779169153027"
"533","1532842136961699840"
"534","1433212047249055746"
"535","1532852281883865089"
"536","1378575264704172032"
"537","1176953230196187142"
"538","1302960422866374658"
"539","1067354910507847681"
"540","796189976274894848"
"541","1532411899572264961"
"542","1532751726301786113"
"543","1510297558727507973"
"544","1376381673034678272"
"545","1530668224160800768"
"546","1532842035392106498"
"547","1216311993088561152"
"548","1532831180071899136"
"549","1532838475124604928"
"550","1532442904911822848"
"551","1504175638269378571"
"552","1532809763163197440"
"553","1362524906156683266"
"554","1044660239705022464"
"555","1532837476896804864"
"556","1443570935391350785"
"557","1512151895904821253"
"558","1532487911597395975"
"559","1305283129553432576"
"560","1481172723791536129"
"561","1486117861005438976"
"562","1240433998276558848"
"563","1464564604726652938"
"564","1495616719083163650"
"565","1313468527446237185"
"566","1531381958441328641"
"567","3253917607"
"568","1531996513429295105"
"569","1505967112233361415"
"570","1398847938135199752"
"571","1498553476967813121"
"572","1507720973147344899"
"573","311877849"
"574","767585206618513408"
"575","1532827121541857283"
"576","1431292601261600769"
"577","881921674983100420"
"578","1532803601877327873"
"579","1437142454327775233"
"580","1286610183653916672"
"581","2495013543"
"582","1518198434066538496"
"583","1479242315902369794"
"584","1496564172502491139"
"585","1371022722550140928"
"586","1292142512027697152"
"587","1532820130341978112"
"588","1406087117483171842"
"589","1506687788648996874"
"590","1415549960859308034"
"591","1532818397578285059"
"592","1532804915252305923"
"593","1484973819500584964"
"594","1532793141991964673"
"595","1418388676032270339"
"596","1338113440037163008"
"597","1532815206803447808"
"598","331484556"
"599","1356004682909552646"
"600","1442600877219483652"
"601","1435057651801464835"
"602","1391873132747759622"
"603","1038811898882473985"
"604","2302356836"
"605","1492931164247666691"
"606","1532625030810681344"
"607","1277036653253722112"
"608","1531977827796627457"
"609","1532809671899217920"
"610","4850444105"
"611","1520432576053317632"
"612","1531154610559209473"
"613","1532794821647257602"
"614","1254477999581335553"
"615","772202873182679041"
"616","1526800245413265410"
"617","1243946287231389697"
"618","1319645267226808335"
"619","1530971160149491712"
"620","1508219216947781640"
"621","1499184854264692745"
"622","1498984854234542084"
"623","1396453688600891397"
"624","1416941012598116358"
"625","1487122277426737153"
"626","1505785119164239875"
"627","1219014354181468160"
"628","1180315226660577282"
"629","1384218229174767635"
"630","1532793239098609664"
"631","943510574813638656"
"632","1251687636449681408"
"633","1532796556264579072"
"634","1318690505576783872"
"635","1069575304023339009"
"636","1229967932693925888"
"637","1528374786208178178"
"638","785691960212271104"
"639","1183435488549572613"
"640","904673575608737793"
"641","1519260717064593408"
"642","1520130924666523648"
"643","1482151726287368201"
"644","1183487360614518785"
"645","1528056453268840448"
"646","847837182261854208"
"647","1175856560255488001"
"648","1320077650925359104"
"649","1400360918576476160"
"650","1262456620858163200"
"651","1517746975281758208"
"652","1531670176176930818"
"653","1532787489194254339"
"654","1532786373467459585"
"655","1122790883869507585"
"656","1430624536911831048"
"657","1472591694545707008"
"658","764295054169088001"
"659","1532769233955872768"
"660","1340484104777822209"
"661","1528386330459312129"
"662","1369159960278560775"
"663","1269640240198823937"
"664","1532782201011437568"
"665","1307229666072080386"
"666","1357872789265473539"
"667","1290380911901585409"
"668","1153316619520626694"
"669","1358620288943022089"
"670","1516829790925656065"
"671","1422407827063287812"
"672","1368935579447132164"
"673","1263897986544930819"
"674","1519128074150944769"
"675","2581482041"
"676","1532763311523397632"
"677","1522575674392944642"
"678","1477003262024892417"
"679","1303250241454395393"
"680","753748945545887745"
"681","1486385099423862789"
"682","1511552460443332608"
"683","1532770821273288704"
"684","1396230385550385152"
"685","1532658477348401154"
"686","1065638886376914948"
"687","1532714223868035072"
"688","1280784355472871424"
"689","1240295653055631361"
"690","1305623829654503425"
