Video_Title,Video_PublishDate,Video_Views,Video_Likes,Video_Comments
🎨베리베리뮤우뮤우 푸링 스피드페인팅 (Mew Mew Power Fong Pudding speed painting) - 칼라콤퓨타,2020-03-05T08:00:04Z,321940,21545,698
🎨포켓몬스터 금랑 스피드페인팅 (Pokémon Raihan speed painting) - 칼라콤퓨타,2020-01-23T08:00:07Z,313527,23794,775
📺Merry Christmas,2019-12-24T12:24:21Z,1012732,123688,4037
🎨스컬걸즈 스피드페인팅(Skullgirls speed painting),2019-11-27T08:23:53Z,170805,10285,488
🎨KDA 아칼리 스피드페인팅 (KDA Akali speed painting) - 칼라콤퓨타,2019-09-22T08:00:06Z,437082,28519,797
📺Citylove(red),2019-09-13T10:23:14Z,6576260,205791,6112
🎨파워퍼프걸 블로섬 스피드페인팅 (Powerpuff girl Blossom speed painting) - 칼라콤퓨타,2019-08-02T08:00:00Z,629320,44300,1088
💬My Animation Process,2019-06-24T15:30:25Z,455918,34287,939
💬Q&A,2019-04-18T13:44:41Z,1375209,63912,2546
📺Soda City Funk,2019-04-15T07:55:27Z,41960811,965359,23629
🎨센과 치히로의 행방불명 스피드페인팅 (Spirited Away speed painting) - 칼라콤퓨타,2019-02-04T08:05:09Z,322433,14941,473
🎨두근두근 문예부 모니카 스피드페인팅 (DDLC Monika speed painting) - 칼라콤퓨타,2019-01-04T08:00:14Z,429834,23460,908
🎨복고풍 스타일 스피드페인팅(Retro style speed painting) - 칼라콤퓨타,2018-11-30T08:00:04Z,1260517,74233,2383
📺Two time - meme,2018-10-11T05:54:28Z,21780193,798569,24671
🎨백은화 스피드페인팅(speed painting) - 칼라콤퓨타,2018-08-16T09:23:31Z,486272,22425,458
📺Ghost town - meme,2018-07-29T16:28:44Z,3372816,130393,2628
🎨쥬쥬걸 스포티걸 스피드페인팅(Jouju girl speed painting) - 칼라콤퓨타,2018-03-24T09:00:02Z,319343,9196,433
🎨쿠키런 핑크쿠키 스피드페인팅(Cookie Run speed painting) - 칼라콤퓨타,2018-01-31T10:01:00Z,422926,18087,383
