Video_Title,Video_PublishDate,Video_Views,Video_Likes,Video_Comments
"""I Knew You Were Trouble."" Behind-The-Scenes #2",2013-02-05T21:30:26Z,402129,8955,400
Some extraordinary news...,2013-01-27T20:59:07Z,1145838,17580,3122
Taylor Swift - Acoustic Performances from RED Album,2012-12-17T17:18:21Z,8257301,164272,9327
VH1 StoryTellers - Taylor Swift - Nov 11 @ 11/10c,2012-11-07T17:26:22Z,193166,3555,257
"""Starlight"" Song Preview from RED - Now Available",2012-11-02T14:48:28Z,177046,2588,245
"""Everything Has Changed"" Song Preview from RED - Now Available",2012-11-01T20:36:58Z,181595,2093,218
"""The Lucky One"" Song Preview from RED - Now Available",2012-10-31T18:41:09Z,205865,1966,212
"""Sad Beautiful Tragic"" Song Preview from RED - Now Available",2012-10-30T16:54:49Z,196099,1768,139
"""Holy Ground"" Song Preview from RED - Now Available",2012-10-29T19:21:18Z,116306,1866,198
Taylor Swift's RED Tour Announcement!,2012-10-27T01:56:56Z,494258,8942,3210
"""Stay Stay Stay"" Song Preview from RED - Now Available",2012-10-26T19:48:41Z,100086,1959,210
"""The Last Time"" Song Preview from RED - Now Available",2012-10-26T19:48:19Z,70209,1488,107
"""I Almost Do"" Song Preview from RED - Now Available",2012-10-26T15:31:35Z,195689,1895,160
"""22"" Song Preview from RED - Now Available",2012-10-25T16:33:57Z,187373,2796,344
"""All Too Well"" Song Preview from RED - Now Available",2012-10-24T18:49:35Z,122690,3125,389
"""Treacherous"" Song Preview from RED - Now Available",2012-10-23T21:45:45Z,176005,3339,465
Wonderstruck Enchanted Taylor Swift Chapter 3,2012-09-20T20:27:33Z,503976,11214,962
Win A Taylor Swift Performance on Your Campus!,2012-08-21T15:49:27Z,325495,4094,1265
Taylor Swift Web Chat and G+ Hangout,2012-08-14T00:09:50Z,1788900,20096,765
Taylor Swift Live Webcast on YouTube - 8/13 @ 7pm ET,2012-08-07T13:52:38Z,996847,9896,4972
Taylor Swift Billboard Woman of the Year,2012-06-04T17:04:19Z,932412,34580,2025
